date;product_id;customer_id;quantity;price;text
2022.04.07;;C0019;2;711;LOT#?? unstable temp logP046shipment_delay?? carrier=??
2024.10.17;;C0007;170;1200;storage temp?? 22C??P026promo RX?? code invalid
2025.10.31;;C0023;48;2800;shipment_delay?? carrier=??P038LOT#?? unstable temp log
2026.03.01;;C0001;48;2800;batch-check FAILP038INV?? missing-line / batch exp??
2026.08.14;;C0004;43;1119;INV?? missing-line / batch exp??P022reorder_flag=1 ???
2023.06.11;;C0014;46;2547;exp_date?? unclear ###P038WH-02 stock_flag=LOW
2026.04.25;;C0001;43;1119;batch-check FAILP008exp_date?? unclear ###
2023.05.09;;C0013;46;2547;reorder_flag=1 ???P021batch-check FAIL
2024.12.06;;C0009;46;2547;invoice mismatch qty??P010invoice mismatch qty??
2024.07.06;;C0028;44;1119;reorder_flag=1 ???P018storage temp?? 20C??
2023.09.05;;C0007;47;2547;INV?? missing-line / batch exp??P002shipment_delay?? carrier=??
2023.04.25;;C0008;47;2547;WH-02 stock_flag=LOWP014promo RX?? code invalid
2023.07.25;;C0020;47;2547;INV?? missing-line / batch exp??P017INV?? missing-line / qty mismatch??
2024.09.08;;C0021;48;2547;LOT#?? unstable temp logP033reorder_flag=1 ???
2022.07.21;;C0027;44;1119;storage temp?? 22C??P049WH-03 stock_flag=LOW
2024.06.10;;C0025;44;1119;invoice mismatch qty??P037batch-check FAIL
2026.08.16;;C0025;44;1119;storage temp?? 22C??P008LOT#?? unstable temp log
2021.04.08;;C0025;232;2405;INV?? missing-line / batch exp??P004storage temp?? 22C??
2023.07.21;;C0024;44;1119;promo RX?? code invalidP044invoice mismatch qty??
2021.12.04;;C0009;231;1050;reorder_flag=1 ???P044shipment_delay?? carrier=??
2026.03.18;;C0029;10;1200;invoice mismatch qty??P006promo RX?? code invalid
2023.03.06;;C0015;21;1200;INV?? missing-line / batch exp??P044exp_date?? unclear ###
2022.08.15;;C0020;211;2405;invoice mismatch qty??P004INV?? missing-line / batch exp??
2026.10.20;;C0014;48;2800;storage temp?? 22C??P012reorder_flag=1 ???
2022.04.08;;C0023;68;733;batch-check FAILP046WH-04 stock_flag=LOW
2025.07.30;;C0024;44;1119;reorder_flag=1 ???P036batch-check FAIL
2023.10.19;;C0030;48;2547;storage temp?? 22C??P010storage temp?? 19C??
2023.02.10;;C0009;48;2547;WH-02 stock_flag=LOWP012invoice mismatch qty??
2026.03.08;;C0023;81;1200;WH-02 stock_flag=LOWP032shipment_delay?? carrier=??
2022.10.21;;C0020;237;2405;invoice mismatch qty??P004promo RX?? code invalid
2025.12.28;;C0004;278;1210;reorder_flag=1 ???P011LOT#?? unstable temp log
2021.12.29;;C0026;14;691;invoice mismatch qty??P046INV?? missing-line / batch exp??
2022.01.03;;C0016;9;688;reorder_flag=1 ???P030reorder_flag=1 ???
2025.03.05;;C0004;48;2800;shipment_delay?? carrier=??P014WH-01 stock_flag=LOW
2024.11.09;;C0004;251;1210;reorder_flag=1 ???P032exp_date?? unclear ###
2022.02.28;;C0019;251;1110;WH-02 stock_flag=LOWP011batch-check FAIL
2021.02.11;;C0013;231;1050;shipment_delay?? carrier=??P011invoice mismatch qty??
2022.12.12;;C0029;251;1110;reorder_flag=1 ???P013storage temp?? 22C??
2024.07.02;;C0019;44;1119;promo RX?? code invalidP005shipment_delay?? carrier=??
2021.11.08;;C0025;222;1050;exp_date?? unclear ###P026promo RX?? code invalid
2022.06.28;;C0016;44;1119;LOT#?? unstable temp logP023INV?? missing-line / qty mismatch??
2022.04.25;;C0012;44;1119;reorder_flag=1 ???P049reorder_flag=1 ???
2021.05.30;;C0006;44;1119;batch-check FAILP044WH-02 stock_flag=LOW
2022.01.06;;C0006;251;2276,68;shipment_delay?? carrier=??P050batch-check FAIL
2025.08.25;;C0004;44;1119;WH-02 stock_flag=LOWP044LOT#?? unstable temp log
2023.09.22;;C0016;170;1200;storage temp?? 22C??P031storage temp?? 21C??
2023.01.17;;C0020;251;1110;reorder_flag=1 ???P037invoice mismatch qty??
2026.11.20;;C0029;48;2800;exp_date?? unclear ###P033shipment_delay?? carrier=??
2022.01.06;;C0006;14;688;storage temp?? 22C??P024promo RX?? code invalid
2026.08.15;;C0004;44;1119;storage temp?? 22C??P048exp_date?? unclear ###
2023.08.04;;C0002;44;1119;INV?? missing-line / batch exp??P018INV?? missing-line / batch exp??
2025.08.24;;C0024;48;2800;promo RX?? code invalidP033reorder_flag=1 ???
2023.06.24;;C0001;44;1119;WH-02 stock_flag=LOWP006WH-03 stock_flag=LOW
2022.06.10;;C0012;164;2405;exp_date?? unclear ###P004batch-check FAIL
2024.01.13;;C0002;251;3743,91;LOT#?? unstable temp logP007storage temp?? 22C??
2025.01.28;;C0004;248;1210;INV?? missing-line / batch exp??P018invoice mismatch qty??
2022.08.29;;C0009;75;2405;shipment_delay?? carrier=??P004shipment_delay?? carrier=??
2021.04.12;;C0009;22;2405;exp_date?? unclear ###P004promo RX?? code invalid
2025.12.02;;C0025;49;2800;LOT#?? unstable temp logP038LOT#?? unstable temp log
2021.10.10;;C0029;95;2405;WH-02 stock_flag=LOWP004INV?? missing-line / batch exp??
2021.05.01;;C0030;45;1119;storage temp?? 22C??P022reorder_flag=1 ???
2023.05.17;;C0009;48;2547;reorder_flag=1 ???P028WH-04 stock_flag=LOW
2025.10.28;;C0012;49;2800;INV?? missing-line / batch exp??P040exp_date?? unclear ###
2022.01.08;;C0015;9;690;WH-02 stock_flag=LOWP043batch-check FAIL
2025.11.29;;C0004;235;1210;storage temp?? 22C??P037invoice mismatch qty??
2024.01.08;;C0004;235;1210;storage temp?? 22C??P037storage temp?? 23C??
2023.11.16;;C0003;49;2547;shipment_delay?? carrier=??P004shipment_delay?? carrier=??
2022.11.23;;C0018;251;3830,28;INV?? missing-line / batch exp??P023promo RX?? code invalid
2022.04.08;;C0026;222;711;batch-check FAILP030INV?? missing-line / qty mismatch??
2022.11.20;;C0025;251;1110;invoice mismatch qty??P036reorder_flag=1 ???
2023.02.12;;C0019;251;1110;INV?? missing-line / batch exp??P042WH-01 stock_flag=LOW
2022.01.07;;C0028;251;1110;promo RX?? code invalidP016batch-check FAIL
2022.09.03;;C0018;229;2405;batch-check FAILP004LOT#?? unstable temp log
2023.08.19;;C0029;45;1119;shipment_delay?? carrier=??P016storage temp?? 22C??
2022.01.04;;C0001;246;1060;reorder_flag=1 ???P048invoice mismatch qty??
2021.05.15;;C0012;191;2405;reorder_flag=1 ???P004shipment_delay?? carrier=??
2022.06.07;;C0026;45;1119;shipment_delay?? carrier=??P018promo RX?? code invalid
2025.07.30;;C0026;45;1119;promo RX?? code invalidP019exp_date?? unclear ###
2026.09.20;;C0018;135;1233;shipment_delay?? carrier=??P037INV?? missing-line / batch exp??
2026.09.23;;C0025;49;2800;promo RX?? code invalidP017reorder_flag=1 ???
2024.12.17;;C0011;49;2547;storage temp?? 22C??P009WH-02 stock_flag=LOW
2022.01.08;;C0010;13;691;exp_date?? unclear ###P043batch-check FAIL
2021.05.12;;C0026;45;1119;batch-check FAILP044storage temp?? 20C??
2022.04.10;;C0011;56;798;promo RX?? code invalidP030invoice mismatch qty??
2024.06.13;;C0024;45;1119;invoice mismatch qty??P035shipment_delay?? carrier=??
2025.09.29;;C0024;49;2800;shipment_delay?? carrier=??P025promo RX?? code invalid
2025.06.19;;C0017;45;1119;INV?? missing-line / batch exp??P011LOT#?? unstable temp log
2023.07.14;;C0014;45;1119;WH-02 stock_flag=LOWP049INV?? missing-line / batch exp??
2025.03.12;;C0028;49;2800;reorder_flag=1 ???P015reorder_flag=1 ???
2022.04.10;;C0008;5;798;invoice mismatch qty??P030WH-03 stock_flag=LOW
2021.11.06;;C0024;222;1050;INV?? missing-line / batch exp??P049exp_date?? unclear ###
2025.12.20;;C0004;235;1210;storage temp?? 22C??P019batch-check FAIL
2025.09.09;;C0018;170;1200;storage temp?? 22C??P045invoice mismatch qty??
2021.12.26;;C0002;222;1050;WH-02 stock_flag=LOWP027storage temp?? 22C??
2021.06.28;;C0012;45;1119;promo RX?? code invalidP034shipment_delay?? carrier=??
2023.07.20;;C0011;45;1119;WH-02 stock_flag=LOWP022promo RX?? code invalid
2022.07.30;;C0011;45;1119;WH-02 stock_flag=LOWP048INV?? missing-line / qty mismatch??
2023.07.25;;C0010;45;1119;reorder_flag=1 ???P048reorder_flag=1 ???
2024.12.14;;C0008;49;2547;promo RX?? code invalidP017WH-04 stock_flag=LOW
2024.02.03;;C0004;235;1210;WH-02 stock_flag=LOWP007batch-check FAIL
2025.03.07;;C0027;170;1200;INV?? missing-line / batch exp??P037LOT#?? unstable temp log
2021.11.05;;C0017;237;1050;batch-check FAILP044storage temp?? 21C??
2022.03.27;;C0001;170;1200;storage temp?? 22C??P003invoice mismatch qty??
2022.04.10;;C0030;91;711;WH-02 stock_flag=LOWP024shipment_delay?? carrier=??
2025.05.25;;C0030;49;2800;invoice mismatch qty??P004promo RX?? code invalid
2026.01.29;;C0028;49;2800;promo RX?? code invalidP012exp_date?? unclear ###
2026.09.03;;C0001;49;2800;shipment_delay?? carrier=??P040INV?? missing-line / batch exp??
2023.01.22;;C0014;251;1110;exp_date?? unclear ###P031reorder_flag=1 ???
2026.11.11;;C0004;235;1210;batch-check FAILP013WH-01 stock_flag=LOW
2026.10.29;;C0023;50;2800;invoice mismatch qty??P009batch-check FAIL
2024.09.11;;C0022;24;1200;reorder_flag=1 ???P049reorder_flag=1 ???
2023.04.27;;C0007;45;1119;reorder_flag=1 ???P006INV?? missing-line / batch exp??
2025.02.05;;C0007;50;2800;storage temp?? 22C??P021exp_date?? unclear ###
2025.09.27;;C0025;40;1200;storage temp?? 22C??P026WH-02 stock_flag=LOW
2022.04.07;;C0003;132;2405;batch-check FAILP004invoice mismatch qty??
2021.04.23;;C0002;45;1119;INV?? missing-line / batch exp??P035shipment_delay?? carrier=??
2026.08.19;;C0002;45;1119;LOT#?? unstable temp logP026storage temp?? 22C??
2021.12.09;;C0003;237;1050;INV?? missing-line / batch exp??P047promo RX?? code invalid
2023.06.30;;C0027;49;2547;exp_date?? unclear ###P015LOT#?? unstable temp log
2021.04.16;;C0030;273;2405;exp_date?? unclear ###P004reorder_flag=1 ???
2021.07.12;;C0030;46;1119;reorder_flag=1 ???P035WH-03 stock_flag=LOW
2022.06.18;;C0030;46;1119;WH-02 stock_flag=LOWP013batch-check FAIL
2025.07.26;;C0018;50;2800;storage temp?? 22C??P015storage temp?? 18C??
2025.02.15;;C0009;251;3692,48;reorder_flag=1 ???P018invoice mismatch qty??
2026.10.07;;C0007;138;1233;batch-check FAILP019shipment_delay?? carrier=??
2021.04.05;;C0029;46;1119;reorder_flag=1 ???P047INV?? missing-line / batch exp??
2025.03.24;;C0021;139;1200;LOT#?? unstable temp logP044promo RX?? code invalid
2024.01.26;;C0004;225;1210;shipment_delay?? carrier=??P037reorder_flag=1 ???
2022.04.19;;C0003;178;2405;shipment_delay?? carrier=??P004LOT#?? unstable temp log
2022.01.09;;C0006;9;690;promo RX?? code invalidP043WH-04 stock_flag=LOW
2021.02.24;;C0021;144;2405;invoice mismatch qty??P004exp_date?? unclear ###
2024.09.15;;C0023;50;2547;exp_date?? unclear ###P009batch-check FAIL
2026.09.28;;C0023;138;1233;reorder_flag=1 ???P006invoice mismatch qty??
2022.04.14;;C0024;136;733;exp_date?? unclear ###P030storage temp?? 22C??
2021.10.16;;C0027;3;2405;LOT#?? unstable temp logP004shipment_delay?? carrier=??
2023.08.21;;C0026;46;1119;storage temp?? 22C??P026promo RX?? code invalid
2023.09.11;;C0020;62;1200;WH-02 stock_flag=LOWP041INV?? missing-line / qty mismatch??
2022.06.16;;C0025;46;1119;LOT#?? unstable temp logP048reorder_flag=1 ???
2026.02.24;;C0007;50;2800;shipment_delay?? carrier=??P014WH-01 stock_flag=LOW
2022.04.14;;C0025;125;798;invoice mismatch qty??P046batch-check FAIL
2022.01.05;;C0013;225;1060;reorder_flag=1 ???P032LOT#?? unstable temp log
2025.11.27;;C0002;50;2800;WH-02 stock_flag=LOWP015storage temp?? 19C??
2022.05.14;;C0019;176;2405;reorder_flag=1 ???P004invoice mismatch qty??
2022.07.11;;C0024;46;1119;reorder_flag=1 ???P005shipment_delay?? carrier=??
2022.01.11;;C0009;14;688;reorder_flag=1 ???P029promo RX?? code invalid
2026.02.22;;C0004;235;1210;invoice mismatch qty??P005exp_date?? unclear ###
2022.09.16;;C0007;66;1200;invoice mismatch qty??P003INV?? missing-line / batch exp??
2026.10.06;;C0030;50;2800;invoice mismatch qty??P021reorder_flag=1 ???
2022.04.14;;C0029;99;711;INV?? missing-line / batch exp??P043WH-02 stock_flag=LOW
2021.06.03;;C0020;3;2405;promo RX?? code invalidP004batch-check FAIL
2022.05.06;;C0004;223;2405;WH-02 stock_flag=LOWP004storage temp?? 22C??
2022.06.21;;C0011;202;2405;batch-check FAILP004invoice mismatch qty??
2022.04.15;;C0027;10;798;shipment_delay?? carrier=??P043shipment_delay?? carrier=??
2026.09.10;;C0003;139;1233;batch-check FAILP035promo RX?? code invalid
2021.11.20;;C0022;237;1050;storage temp?? 22C??P042LOT#?? unstable temp log
2023.03.31;;C0020;170;1200;exp_date?? unclear ###P049INV?? missing-line / batch exp??
2022.04.16;;C0012;190;798;storage temp?? 22C??P030reorder_flag=1 ???
2023.04.08;;C0022;46;1119;INV?? missing-line / batch exp??P042WH-03 stock_flag=LOW
2022.04.26;;C0021;46;1119;promo RX?? code invalidP034exp_date?? unclear ###
2026.05.09;;C0015;51;2800;shipment_delay?? carrier=??P004batch-check FAIL
2022.09.12;;C0002;170;1200;reorder_flag=1 ???P022invoice mismatch qty??
2021.07.29;;C0013;166;2405;WH-02 stock_flag=LOWP004storage temp?? 21C??
2021.06.11;;C0001;83;2405;batch-check FAILP004shipment_delay?? carrier=??
2022.04.25;;C0021;228;2405;exp_date?? unclear ###P004promo RX?? code invalid
2026.07.12;;C0011;51;2800;shipment_delay?? carrier=??P038INV?? missing-line / qty mismatch??
2022.02.02;;C0001;251;1110;reorder_flag=1 ???P032reorder_flag=1 ???
2022.11.26;;C0003;251;1110;INV?? missing-line / batch exp??P023WH-04 stock_flag=LOW
2025.06.11;;C0020;46;1119;promo RX?? code invalidP048batch-check FAIL
2024.05.07;;C0017;46;1119;INV?? missing-line / batch exp??P041LOT#?? unstable temp log
2021.01.05;;C0005;237;1050;WH-02 stock_flag=LOWP023storage temp?? 23C??
2026.01.10;;C0011;51;2800;invoice mismatch qty??P012invoice mismatch qty??
2022.07.19;;C0010;46;1119;invoice mismatch qty??P008shipment_delay?? carrier=??
2026.07.12;;C0010;46;1119;reorder_flag=1 ???P034promo RX?? code invalid
2022.06.24;;C0007;46;1119;reorder_flag=1 ???P047exp_date?? unclear ###
2021.02.20;;C0005;219;1050;reorder_flag=1 ???P006INV?? missing-line / batch exp??
2025.11.10;;C0004;225;1210;WH-02 stock_flag=LOWP023reorder_flag=1 ???
2025.05.05;;C0028;51;2800;INV?? missing-line / batch exp??P009WH-01 stock_flag=LOW
2026.03.21;;C0029;51;2800;storage temp?? 22C??P033batch-check FAIL
2021.01.11;;C0008;219;1050;INV?? missing-line / batch exp??P005storage temp?? 22C??
2021.12.14;;C0029;299;2405;shipment_delay?? carrier=??P004invoice mismatch qty??
2026.09.17;;C0015;139;1233;shipment_delay?? carrier=??P049shipment_delay?? carrier=??
2025.11.07;;C0004;225;1210;INV?? missing-line / batch exp??P007promo RX?? code invalid
2023.12.02;;C0020;50;2547;reorder_flag=1 ???P033LOT#?? unstable temp log
2026.05.09;;C0003;51;2800;LOT#?? unstable temp logP039INV?? missing-line / batch exp??
2021.07.22;;C0003;46;1119;INV?? missing-line / batch exp??P003reorder_flag=1 ???
2022.01.15;;C0018;251;1110;LOT#?? unstable temp logP006WH-02 stock_flag=LOW
2023.08.01;;C0013;50;2547;promo RX?? code invalidP010exp_date?? unclear ###
2022.01.30;;C0011;251;1110;batch-check FAILP022batch-check FAIL
2024.06.24;;C0029;47;1119;WH-02 stock_flag=LOWP048invoice mismatch qty??
2022.04.21;;C0001;178;711;shipment_delay?? carrier=??P024storage temp?? 20C??
2025.06.05;;C0028;47;1119;exp_date?? unclear ###P044shipment_delay?? carrier=??
2026.07.28;;C0027;47;1119;exp_date?? unclear ###P003promo RX?? code invalid
2022.07.12;;C0023;47;1119;batch-check FAILP027INV?? missing-line / qty mismatch??
2023.03.17;;C0003;170;1200;invoice mismatch qty??P019reorder_flag=1 ???
2025.09.22;;C0029;170;1200;WH-02 stock_flag=LOWP027WH-03 stock_flag=LOW
2021.06.03;;C0021;47;1119;promo RX?? code invalidP019batch-check FAIL
2026.03.03;;C0011;51;2800;LOT#?? unstable temp logP014LOT#?? unstable temp log
2025.03.20;;C0012;51;2800;exp_date?? unclear ###P021storage temp?? 22C??
2026.09.07;;C0006;51;2800;INV?? missing-line / batch exp??P017invoice mismatch qty??
2024.11.14;;C0019;50;2547;promo RX?? code invalidP014shipment_delay?? carrier=??
2024.02.07;;C0004;225;1210;batch-check FAILP050promo RX?? code invalid
2025.08.01;;C0014;52;2800;exp_date?? unclear ###P028exp_date?? unclear ###
2021.11.08;;C0001;276;2405;exp_date?? unclear ###P004INV?? missing-line / batch exp??
2022.02.02;;C0011;193;2405;INV?? missing-line / batch exp??P004reorder_flag=1 ???
2026.08.13;;C0018;47;1119;shipment_delay?? carrier=??P008WH-04 stock_flag=LOW
2026.09.28;;C0023;139;1233;WH-02 stock_flag=LOWP026batch-check FAIL
2026.12.23;;C0003;52;2800;invoice mismatch qty??P040storage temp?? 19C??
2026.02.10;;C0007;52;2800;exp_date?? unclear ###P010invoice mismatch qty??
2021.03.08;;C0021;170;1200;exp_date?? unclear ###P036shipment_delay?? carrier=??
2025.08.30;;C0017;47;1119;batch-check FAILP032promo RX?? code invalid
2024.08.25;;C0005;47;1119;storage temp?? 22C??P050LOT#?? unstable temp log
2021.04.07;;C0021;279;2405;batch-check FAILP004INV?? missing-line / batch exp??
2023.05.13;;C0003;47;1119;storage temp?? 22C??P037reorder_flag=1 ???
2024.11.09;;C0004;225;1210;invoice mismatch qty??P019WH-01 stock_flag=LOW
2022.08.05;;C0010;99;2405;promo RX?? code invalidP004exp_date?? unclear ###
2026.03.06;;C0025;52;2800;reorder_flag=1 ???P039batch-check FAIL
2026.05.27;;C0026;48;1119;INV?? missing-line / batch exp??P018invoice mismatch qty??
2026.09.28;;C0015;53;2800;invoice mismatch qty??P001storage temp?? 22C??
2025.04.08;;C0023;48;1119;batch-check FAILP049shipment_delay?? carrier=??
2023.01.31;;C0008;251;1110;LOT#?? unstable temp logP047promo RX?? code invalid
2023.12.23;;C0008;251;1110;exp_date?? unclear ###P007INV?? missing-line / qty mismatch??
2023.06.05;;C0029;50;2547;reorder_flag=1 ???P014reorder_flag=1 ???
2022.04.11;;C0016;48;1119;WH-02 stock_flag=LOWP031WH-02 stock_flag=LOW
2024.10.25;;C0006;50;2547;shipment_delay?? carrier=??P028batch-check FAIL
2022.01.13;;C0015;13;687;promo RX?? code invalidP043LOT#?? unstable temp log
2023.02.05;;C0009;251;1110;exp_date?? unclear ###P016storage temp?? 21C??
2022.10.16;;C0008;170;1200;WH-02 stock_flag=LOWP042invoice mismatch qty??
2022.12.29;;C0009;130;2405;WH-02 stock_flag=LOWP004shipment_delay?? carrier=??
2022.09.27;;C0025;6;2405;exp_date?? unclear ###P004promo RX?? code invalid
2024.07.15;;C0016;51;2547;LOT#?? unstable temp logP025exp_date?? unclear ###
2021.04.11;;C0012;48;1119;WH-02 stock_flag=LOWP007INV?? missing-line / batch exp??
2021.02.17;;C0009;219;1050;batch-check FAILP019reorder_flag=1 ???
2021.12.08;;C0004;219;1050;storage temp?? 22C??P049WH-03 stock_flag=LOW
2022.09.26;;C0006;170;1200;WH-02 stock_flag=LOWP047batch-check FAIL
2023.05.10;;C0011;48;1119;storage temp?? 22C??P003storage temp?? 22C??
2024.07.16;;C0018;51;2547;shipment_delay?? carrier=??P009invoice mismatch qty??
2023.07.07;;C0010;48;1119;WH-02 stock_flag=LOWP049shipment_delay?? carrier=??
2022.12.12;;C0014;106;2405;reorder_flag=1 ???P004promo RX?? code invalid
2021.12.31;;C0015;219;1050;INV?? missing-line / batch exp??P042LOT#?? unstable temp log
2026.09.20;;C0021;141;1233;LOT#?? unstable temp logP041INV?? missing-line / batch exp??
2022.04.24;;C0008;94;733;INV?? missing-line / batch exp??P046reorder_flag=1 ???
2024.03.12;;C0016;51;2547;batch-check FAILP028WH-04 stock_flag=LOW
2026.09.16;;C0023;141;1233;reorder_flag=1 ???P023exp_date?? unclear ###
2022.04.24;;C0011;259;798;LOT#?? unstable temp logP024batch-check FAIL
2022.03.18;;C0028;132;2405;WH-02 stock_flag=LOWP004invoice mismatch qty??
2023.04.06;;C0013;51;2547;promo RX?? code invalidP014storage temp?? 23C??
2022.04.25;;C0030;143;798;promo RX?? code invalidP030shipment_delay?? carrier=??
2024.01.22;;C0004;51;2547;batch-check FAILP010promo RX?? code invalid
2021.02.24;;C0010;219;1050;storage temp?? 22C??P045INV?? missing-line / qty mismatch??
2025.07.07;;C0008;48;1119;LOT#?? unstable temp logP037reorder_flag=1 ???
2023.05.23;;C0008;48;1119;promo RX?? code invalidP045WH-01 stock_flag=LOW
2024.10.28;;C0013;170;1200;storage temp?? 22C??P045batch-check FAIL
2021.12.19;;C0025;219;1050;batch-check FAILP026LOT#?? unstable temp log
2026.06.23;;C0005;48;1119;WH-02 stock_flag=LOWP011storage temp?? 22C??
2025.08.13;;C0028;49;1119;shipment_delay?? carrier=??P032invoice mismatch qty??
2021.06.26;;C0027;49;1119;INV?? missing-line / batch exp??P019shipment_delay?? carrier=??
2022.01.15;;C0019;9;690;INV?? missing-line / batch exp??P043promo RX?? code invalid
2023.12.15;;C0005;51;2547;batch-check FAILP004exp_date?? unclear ###
2025.10.21;;C0022;170;1200;invoice mismatch qty??P037INV?? missing-line / batch exp??
2024.06.17;;C0006;52;2547;INV?? missing-line / batch exp??P039reorder_flag=1 ???
2021.02.03;;C0020;262;2405;promo RX?? code invalidP009WH-02 stock_flag=LOW
2026.09.23;;C0029;141;1233;WH-02 stock_flag=LOWP034batch-check FAIL
2026.12.30;;C0022;53;2800;invoice mismatch qty??P001storage temp?? 20C??
2026.10.07;;C0018;53;2800;reorder_flag=1 ???P002invoice mismatch qty??
2026.10.01;;C0024;143;1233;INV?? missing-line / batch exp??P016shipment_delay?? carrier=??
2025.07.25;;C0027;49;1119;promo RX?? code invalidP036promo RX?? code invalid
2024.06.22;;C0011;52;2547;LOT#?? unstable temp logP038LOT#?? unstable temp log
2023.03.29;;C0019;52;2547;storage temp?? 22C??P025INV?? missing-line / batch exp??
2022.06.07;;C0027;49;1119;storage temp?? 22C??P003reorder_flag=1 ???
2024.05.05;;C0026;49;1119;exp_date?? unclear ###P047WH-03 stock_flag=LOW
2026.09.15;;C0024;144;1233;reorder_flag=1 ???P007exp_date?? unclear ###
2024.09.01;;C0010;52;2547;storage temp?? 22C??P021batch-check FAIL
2025.07.30;;C0019;49;1119;LOT#?? unstable temp logP026invoice mismatch qty??
2022.08.13;;C0024;250;2405;LOT#?? unstable temp logP009storage temp?? 22C??
2022.04.06;;C0024;246;2405;batch-check FAILP009shipment_delay?? carrier=??
2024.12.16;;C0004;234;1210;invoice mismatch qty??P008promo RX?? code invalid
2026.08.16;;C0006;53;2800;WH-02 stock_flag=LOWP028INV?? missing-line / qty mismatch??
2024.12.16;;C0025;52;2547;batch-check FAILP028reorder_flag=1 ???
2023.08.15;;C0019;49;1119;storage temp?? 22C??P011WH-04 stock_flag=LOW
2026.06.06;;C0018;49;1119;promo RX?? code invalidP016batch-check FAIL
2025.07.01;;C0029;53;2800;batch-check FAILP001LOT#?? unstable temp log
2022.04.27;;C0017;49;1119;batch-check FAILP049storage temp?? 21C??
2022.01.19;;C0011;14;691;storage temp?? 22C??P046invoice mismatch qty??
2021.02.02;;C0007;225;1061;INV?? missing-line / batch exp??P011shipment_delay?? carrier=??
2024.06.23;;C0016;52;2547;exp_date?? unclear ###P021promo RX?? code invalid
2023.12.18;;C0025;52;2547;exp_date?? unclear ###P014exp_date?? unclear ###
2023.08.19;;C0019;52;2547;WH-02 stock_flag=LOWP014INV?? missing-line / batch exp??
2025.02.28;;C0004;234;1210;exp_date?? unclear ###P007reorder_flag=1 ???
2022.10.14;;C0007;2;1200;WH-02 stock_flag=LOWP049WH-01 stock_flag=LOW
2026.07.10;;C0017;49;1119;WH-02 stock_flag=LOWP023batch-check FAIL
2022.11.10;;C0015;251;1110;batch-check FAILP019reorder_flag=1 ???
2024.02.06;;C0016;52;2547;promo RX?? code invalidP001INV?? missing-line / batch exp??
2021.05.31;;C0012;49;1119;reorder_flag=1 ???P048exp_date?? unclear ###
2025.03.02;;C0003;170;1200;LOT#?? unstable temp logP049WH-02 stock_flag=LOW
2025.06.11;;C0005;49;1119;storage temp?? 22C??P003invoice mismatch qty??
2022.07.26;;C0002;49;1119;INV?? missing-line / batch exp??P018shipment_delay?? carrier=??
2026.09.17;;C0006;145;1233;WH-02 stock_flag=LOWP026storage temp?? 22C??
2022.04.26;;C0009;114;733;shipment_delay?? carrier=??P046promo RX?? code invalid
2022.04.27;;C0024;33;798;batch-check FAILP030LOT#?? unstable temp log
2022.01.20;;C0022;9;690;WH-02 stock_flag=LOWP024reorder_flag=1 ???
2022.04.30;;C0029;281;798;shipment_delay?? carrier=??P043WH-03 stock_flag=LOW
2023.04.17;;C0002;49;1119;shipment_delay?? carrier=??P022batch-check FAIL
2024.06.28;;C0017;53;2547;storage temp?? 22C??P039storage temp?? 18C??
2025.07.13;;C0010;54;2800;WH-02 stock_flag=LOWP017invoice mismatch qty??
2026.07.08;;C0009;54;2800;storage temp?? 22C??P001shipment_delay?? carrier=??
2024.09.28;;C0024;46;1200;LOT#?? unstable temp logP035INV?? missing-line / batch exp??
2022.09.26;;C0030;170;1200;batch-check FAILP035promo RX?? code invalid
2025.01.08;;C0017;54;2800;batch-check FAILP001reorder_flag=1 ???
2021.06.23;;C0029;50;1119;LOT#?? unstable temp logP020LOT#?? unstable temp log
2026.06.23;;C0006;54;2800;storage temp?? 22C??P004WH-04 stock_flag=LOW
2023.02.17;;C0009;53;2547;exp_date?? unclear ###P010exp_date?? unclear ###
2022.04.30;;C0016;271;711;storage temp?? 22C??P043batch-check FAIL
2024.06.12;;C0027;50;1119;exp_date?? unclear ###P011invoice mismatch qty??
2022.01.21;;C0013;9;690;INV?? missing-line / batch exp??P046storage temp?? 22C??
2022.03.05;;C0003;160;1200;INV?? missing-line / batch exp??P031shipment_delay?? carrier=??
2022.02.24;;C0025;251;1110;shipment_delay?? carrier=??P042promo RX?? code invalid
2022.05.01;;C0025;82;798;INV?? missing-line / batch exp??P029INV?? missing-line / qty mismatch??
2022.08.17;;C0026;50;1119;shipment_delay?? carrier=??P037reorder_flag=1 ???
2022.01.27;;C0015;15;688;batch-check FAILP043WH-01 stock_flag=LOW
2024.10.13;;C0001;54;2547;reorder_flag=1 ???P033batch-check FAIL
2022.05.02;;C0029;45;711;LOT#?? unstable temp logP030LOT#?? unstable temp log
2022.09.24;;C0021;187;2405;LOT#?? unstable temp logP009storage temp?? 19C??
2026.01.13;;C0019;54;2800;shipment_delay?? carrier=??P010invoice mismatch qty??
2022.05.03;;C0012;299;711;storage temp?? 22C??P024shipment_delay?? carrier=??
2022.11.02;;C0027;251;1110;LOT#?? unstable temp logP020promo RX?? code invalid
2025.03.20;;C0028;191;1200;promo RX?? code invalidP023exp_date?? unclear ###
2024.09.15;;C0005;54;2547;WH-02 stock_flag=LOWP012INV?? missing-line / batch exp??
2022.12.25;;C0024;251;1110;exp_date?? unclear ###P041reorder_flag=1 ???
